timestamp,x,y,z
1.752047840128680944e+09,4.115597903728485107e-02,7.859602570533752441e-02,2.864170819520950317e-02
1.752047840228912354e+09,4.115597903728485107e-02,7.859602570533752441e-02,2.864170819520950317e-02
1.752047840433705091e+09,4.115597903728485107e-02,7.859602570533752441e-02,2.864170819520950317e-02
1.752047840628278732e+09,4.115597903728485107e-02,7.859602570533752441e-02,2.864170819520950317e-02
1.752047840833645821e+09,4.115597903728485107e-02,7.859602570533752441e-02,2.864170819520950317e-02
1.752047841028416634e+09,4.115597903728485107e-02,7.859602570533752441e-02,2.864170819520950317e-02
1.752047841231959581e+09,4.115597903728485107e-02,7.859602570533752441e-02,2.864170819520950317e-02
1.752047841432394743e+09,4.115597903728485107e-02,7.859602570533752441e-02,2.864170819520950317e-02
1.752047841623210192e+09,4.115597903728485107e-02,7.859602570533752441e-02,2.864170819520950317e-02
1.752047841841942310e+09,4.115597903728485107e-02,7.859602570533752441e-02,2.864170819520950317e-02
1.752047842027509451e+09,4.115597903728485107e-02,7.859602570533752441e-02,2.864170819520950317e-02
1.752047842233426571e+09,4.115597903728485107e-02,7.859602570533752441e-02,2.864170819520950317e-02
1.752047842428533316e+09,4.115597903728485107e-02,7.859602570533752441e-02,2.864170819520950317e-02
1.752047842654037237e+09,4.115597903728485107e-02,7.859602570533752441e-02,2.864170819520950317e-02
1.752047842828365326e+09,4.115597903728485107e-02,7.859602570533752441e-02,2.864170819520950317e-02
1.752047843075614214e+09,4.115597903728485107e-02,7.859602570533752441e-02,2.864170819520950317e-02
1.752047843222189188e+09,4.115597903728485107e-02,7.859602570533752441e-02,2.864170819520950317e-02
1.752047843438082695e+09,4.115597903728485107e-02,7.859602570533752441e-02,2.864170819520950317e-02
1.752047843625608206e+09,4.115597903728485107e-02,7.859602570533752441e-02,2.864170819520950317e-02
1.752047843831544399e+09,4.115597903728485107e-02,7.859602570533752441e-02,2.864170819520950317e-02
1.752047844039764404e+09,4.115597903728485107e-02,7.859602570533752441e-02,2.864170819520950317e-02
1.752047844222499371e+09,4.115597903728485107e-02,7.859602570533752441e-02,2.864170819520950317e-02
1.752047844429953098e+09,4.115597903728485107e-02,7.859602570533752441e-02,2.864170819520950317e-02
1.752047844630295992e+09,4.115597903728485107e-02,7.859602570533752441e-02,2.864170819520950317e-02
1.752047844857471943e+09,4.115597903728485107e-02,7.859602570533752441e-02,2.864170819520950317e-02
1.752047845029204607e+09,4.115597903728485107e-02,7.859602570533752441e-02,2.864170819520950317e-02
1.752047845225860119e+09,4.115597903728485107e-02,7.859602570533752441e-02,2.864170819520950317e-02
1.752047845487917900e+09,4.115597903728485107e-02,7.859602570533752441e-02,2.864170819520950317e-02
1.752047845632106543e+09,4.115597903728485107e-02,7.859602570533752441e-02,2.864170819520950317e-02
1.752047845839631557e+09,4.115597903728485107e-02,7.859602570533752441e-02,2.864170819520950317e-02
1.752047846028303146e+09,4.115597903728485107e-02,7.859602570533752441e-02,2.864170819520950317e-02
1.752047846234879494e+09,4.115597903728485107e-02,7.859602570533752441e-02,2.864170819520950317e-02
1.752047846428558826e+09,4.115597903728485107e-02,7.859602570533752441e-02,2.864170819520950317e-02
1.752047846624536753e+09,4.115597903728485107e-02,7.859602570533752441e-02,2.864170819520950317e-02
1.752047846824811220e+09,4.115597903728485107e-02,7.859602570533752441e-02,2.864170819520950317e-02
1.752047847022934437e+09,4.115597903728485107e-02,7.859602570533752441e-02,2.864170819520950317e-02
1.752047847224237442e+09,4.115597903728485107e-02,7.859602570533752441e-02,2.864170819520950317e-02
1.752047847432917833e+09,4.115597903728485107e-02,7.859602570533752441e-02,2.864170819520950317e-02
1.752047847625666857e+09,4.115597903728485107e-02,7.859602570533752441e-02,2.864170819520950317e-02
1.752047847831214666e+09,4.115597903728485107e-02,7.859602570533752441e-02,2.864170819520950317e-02
1.752047848028936863e+09,4.115597903728485107e-02,7.859602570533752441e-02,2.864170819520950317e-02
1.752047848237931967e+09,4.115597903728485107e-02,7.859602570533752441e-02,2.864170819520950317e-02
1.752047848429645777e+09,4.115597903728485107e-02,7.859602570533752441e-02,2.864170819520950317e-02
1.752047848621193409e+09,4.115597903728485107e-02,7.859602570533752441e-02,2.864170819520950317e-02
1.752047848825574398e+09,4.115597903728485107e-02,7.859602570533752441e-02,2.864170819520950317e-02
1.752047849031913996e+09,4.115597903728485107e-02,7.859602570533752441e-02,2.864170819520950317e-02
1.752047849237369061e+09,4.115597903728485107e-02,7.859602570533752441e-02,2.864170819520950317e-02
1.752047849426344633e+09,4.115597903728485107e-02,7.859602570533752441e-02,2.864170819520950317e-02
1.752047849620218754e+09,4.115597903728485107e-02,7.859602570533752441e-02,2.864170819520950317e-02
1.752047849835624218e+09,4.115597903728485107e-02,7.859602570533752441e-02,2.864170819520950317e-02
1.752047850024365664e+09,4.115597903728485107e-02,7.859602570533752441e-02,2.864170819520950317e-02
1.752047850238379955e+09,4.115597903728485107e-02,7.859602570533752441e-02,2.864170819520950317e-02
1.752047850421461821e+09,4.115597903728485107e-02,7.859602570533752441e-02,2.864170819520950317e-02
1.752047850621920824e+09,4.115597903728485107e-02,7.859602570533752441e-02,2.864170819520950317e-02
1.752047850820781708e+09,4.115597903728485107e-02,7.859602570533752441e-02,2.864170819520950317e-02
1.752047851039167643e+09,4.115597903728485107e-02,7.859602570533752441e-02,2.864170819520950317e-02
1.752047851224906921e+09,4.115597903728485107e-02,7.859602570533752441e-02,2.864170819520950317e-02
1.752047851418284416e+09,4.115597903728485107e-02,7.859602570533752441e-02,2.864170819520950317e-02
1.752047851626853943e+09,4.115597903728485107e-02,7.859602570533752441e-02,2.864170819520950317e-02
1.752047851825429678e+09,4.115597903728485107e-02,7.859602570533752441e-02,2.864170819520950317e-02
1.752047852032220125e+09,4.115597903728485107e-02,7.859602570533752441e-02,2.864170819520950317e-02
1.752047852235791922e+09,4.115597903728485107e-02,7.859602570533752441e-02,2.864170819520950317e-02
1.752047852421012163e+09,4.115597903728485107e-02,7.859602570533752441e-02,2.864170819520950317e-02
1.752047852620300293e+09,4.115597903728485107e-02,7.859602570533752441e-02,2.864170819520950317e-02
1.752047852838564396e+09,4.115597903728485107e-02,7.859602570533752441e-02,2.864170819520950317e-02
1.752047853031215191e+09,4.115597903728485107e-02,7.859602570533752441e-02,2.864170819520950317e-02
1.752047853222838163e+09,4.115597903728485107e-02,7.859602570533752441e-02,2.864170819520950317e-02
1.752047853456115723e+09,4.115597903728485107e-02,7.859602570533752441e-02,2.864170819520950317e-02
1.752047853626117229e+09,4.115597903728485107e-02,7.859602570533752441e-02,2.864170819520950317e-02
1.752047853820894003e+09,4.115597903728485107e-02,7.859602570533752441e-02,2.864170819520950317e-02
1.752047854023221016e+09,4.115597903728485107e-02,7.859602570533752441e-02,2.864170819520950317e-02
1.752047854230081558e+09,4.115597903728485107e-02,7.859602570533752441e-02,2.864170819520950317e-02
1.752047854428968906e+09,4.115597903728485107e-02,7.859602570533752441e-02,2.864170819520950317e-02
1.752047854675160170e+09,4.115597903728485107e-02,7.859602570533752441e-02,2.864170819520950317e-02
1.752047854830154657e+09,4.115597903728485107e-02,7.859602570533752441e-02,2.864170819520950317e-02
1.752047855038892269e+09,4.115597903728485107e-02,7.859602570533752441e-02,2.864170819520950317e-02
1.752047855223672867e+09,4.115597903728485107e-02,7.859602570533752441e-02,2.864170819520950317e-02
1.752047855424021244e+09,4.115597903728485107e-02,7.859602570533752441e-02,2.864170819520950317e-02
1.752047855627161264e+09,4.115597903728485107e-02,7.859602570533752441e-02,2.864170819520950317e-02
1.752047855832739592e+09,1.170295119285583496e+00,2.629306912422180176e-01,4.212912917137145996e-02
1.752047856027203083e+09,1.170295119285583496e+00,2.629306912422180176e-01,4.212912917137145996e-02
1.752047856229230404e+09,1.170295119285583496e+00,2.629306912422180176e-01,4.212912917137145996e-02
1.752047856428959131e+09,1.170295119285583496e+00,2.629306912422180176e-01,4.212912917137145996e-02
1.752047856626084328e+09,1.170295119285583496e+00,2.629306912422180176e-01,4.212912917137145996e-02
1.752047856826701164e+09,1.170295119285583496e+00,2.629306912422180176e-01,4.212912917137145996e-02
1.752047857025254726e+09,1.170295119285583496e+00,2.629306912422180176e-01,4.212912917137145996e-02
1.752047857226291895e+09,1.170295119285583496e+00,2.629306912422180176e-01,4.212912917137145996e-02
1.752047857425970793e+09,2.260621309280395508e+00,3.016090095043182373e-01,-3.013072535395622253e-02
1.752047857627964258e+09,2.260621309280395508e+00,3.016090095043182373e-01,-3.013072535395622253e-02
1.752047857828281641e+09,2.260621309280395508e+00,3.016090095043182373e-01,-3.013072535395622253e-02
1.752047858037993670e+09,2.260621309280395508e+00,3.016090095043182373e-01,-3.013072535395622253e-02
1.752047858233694553e+09,2.260621309280395508e+00,3.016090095043182373e-01,-3.013072535395622253e-02
1.752047858425192595e+09,2.260621309280395508e+00,3.016090095043182373e-01,-3.013072535395622253e-02
1.752047858629222631e+09,2.260621309280395508e+00,3.016090095043182373e-01,-3.013072535395622253e-02
1.752047858821921587e+09,2.260621309280395508e+00,3.016090095043182373e-01,-3.013072535395622253e-02
1.752047859029573441e+09,3.385112285614013672e+00,2.025508433580398560e-01,-1.565852947533130646e-02
1.752047859228748798e+09,3.385112285614013672e+00,2.025508433580398560e-01,-1.565852947533130646e-02
1.752047859430033207e+09,3.385112285614013672e+00,2.025508433580398560e-01,-1.565852947533130646e-02
1.752047859616754293e+09,3.385112285614013672e+00,2.025508433580398560e-01,-1.565852947533130646e-02
1.752047859822123289e+09,3.385112285614013672e+00,2.025508433580398560e-01,-1.565852947533130646e-02
1.752047860024307728e+09,3.385112285614013672e+00,2.025508433580398560e-01,-1.565852947533130646e-02
1.752047860238142014e+09,3.385112285614013672e+00,2.025508433580398560e-01,-1.565852947533130646e-02
1.752047860425348997e+09,3.385112285614013672e+00,2.025508433580398560e-01,-1.565852947533130646e-02
1.752047860619937897e+09,4.390882968902587891e+00,5.144489929080009460e-03,-5.207810178399085999e-02
1.752047860820968390e+09,4.390882968902587891e+00,5.144489929080009460e-03,-5.207810178399085999e-02
1.752047861018794537e+09,4.390882968902587891e+00,5.144489929080009460e-03,-5.207810178399085999e-02
1.752047861225881338e+09,4.390882968902587891e+00,5.144489929080009460e-03,-5.207810178399085999e-02
1.752047861431202412e+09,4.390882968902587891e+00,5.144489929080009460e-03,-5.207810178399085999e-02
1.752047861620342970e+09,4.390882968902587891e+00,5.144489929080009460e-03,-5.207810178399085999e-02
1.752047861823829412e+09,4.390882968902587891e+00,5.144489929080009460e-03,-5.207810178399085999e-02
1.752047862060215950e+09,5.390260219573974609e+00,-2.119628041982650757e-01,-4.851775616407394409e-02
1.752047862215696096e+09,5.390260219573974609e+00,-2.119628041982650757e-01,-4.851775616407394409e-02
1.752047862419183493e+09,5.390260219573974609e+00,-2.119628041982650757e-01,-4.851775616407394409e-02
1.752047862619881868e+09,5.390260219573974609e+00,-2.119628041982650757e-01,-4.851775616407394409e-02
1.752047862822068691e+09,5.390260219573974609e+00,-2.119628041982650757e-01,-4.851775616407394409e-02
1.752047863021367550e+09,5.390260219573974609e+00,-2.119628041982650757e-01,-4.851775616407394409e-02
1.752047863225896358e+09,5.390260219573974609e+00,-2.119628041982650757e-01,-4.851775616407394409e-02
1.752047863421313047e+09,5.390260219573974609e+00,-2.119628041982650757e-01,-4.851775616407394409e-02
1.752047863624356747e+09,6.431784629821777344e+00,-4.410727322101593018e-01,-8.988190442323684692e-02
1.752047863819187641e+09,6.431784629821777344e+00,-4.410727322101593018e-01,-8.988190442323684692e-02
1.752047864019022703e+09,6.431784629821777344e+00,-4.410727322101593018e-01,-8.988190442323684692e-02
1.752047864225049734e+09,6.431784629821777344e+00,-4.410727322101593018e-01,-8.988190442323684692e-02
1.752047864416430473e+09,6.431784629821777344e+00,-4.410727322101593018e-01,-8.988190442323684692e-02
1.752047864618830204e+09,6.431784629821777344e+00,-4.410727322101593018e-01,-8.988190442323684692e-02
1.752047864820333958e+09,6.431784629821777344e+00,-4.410727322101593018e-01,-8.988190442323684692e-02
1.752047865016642094e+09,6.431784629821777344e+00,-4.410727322101593018e-01,-8.988190442323684692e-02
1.752047865211862087e+09,7.477463245391845703e+00,-6.823502779006958008e-01,-1.326698064804077148e-01
1.752047865419186592e+09,7.477463245391845703e+00,-6.823502779006958008e-01,-1.326698064804077148e-01
1.752047865620205164e+09,7.477463245391845703e+00,-6.823502779006958008e-01,-1.326698064804077148e-01
1.752047865822009802e+09,7.477463245391845703e+00,-6.823502779006958008e-01,-1.326698064804077148e-01
1.752047866016983509e+09,7.477463245391845703e+00,-6.823502779006958008e-01,-1.326698064804077148e-01
1.752047866219290257e+09,7.477463245391845703e+00,-6.823502779006958008e-01,-1.326698064804077148e-01
1.752047866417605162e+09,7.477463245391845703e+00,-6.823502779006958008e-01,-1.326698064804077148e-01
1.752047866623382807e+09,7.477463245391845703e+00,-6.823502779006958008e-01,-1.326698064804077148e-01
1.752047866817042589e+09,8.534433364868164062e+00,-8.697565197944641113e-01,-9.589407593011856079e-02
1.752047867019188166e+09,8.534433364868164062e+00,-8.697565197944641113e-01,-9.589407593011856079e-02
1.752047867225683689e+09,8.534433364868164062e+00,-8.697565197944641113e-01,-9.589407593011856079e-02
1.752047867422494173e+09,8.534433364868164062e+00,-8.697565197944641113e-01,-9.589407593011856079e-02
1.752047867622997522e+09,8.534433364868164062e+00,-8.697565197944641113e-01,-9.589407593011856079e-02
1.752047867823120832e+09,8.534433364868164062e+00,-8.697565197944641113e-01,-9.589407593011856079e-02
1.752047868011983156e+09,8.534433364868164062e+00,-8.697565197944641113e-01,-9.589407593011856079e-02
1.752047868222426414e+09,8.534433364868164062e+00,-8.697565197944641113e-01,-9.589407593011856079e-02
1.752047868427892923e+09,9.711887359619140625e+00,-9.748631715774536133e-01,-1.210471168160438538e-01
1.752047868628783703e+09,9.711887359619140625e+00,-9.748631715774536133e-01,-1.210471168160438538e-01
1.752047868822937489e+09,9.711887359619140625e+00,-9.748631715774536133e-01,-1.210471168160438538e-01
1.752047869021006823e+09,9.711887359619140625e+00,-9.748631715774536133e-01,-1.210471168160438538e-01
1.752047869225952625e+09,9.711887359619140625e+00,-9.748631715774536133e-01,-1.210471168160438538e-01
1.752047869425917864e+09,9.711887359619140625e+00,-9.748631715774536133e-01,-1.210471168160438538e-01
1.752047869622149467e+09,9.711887359619140625e+00,-9.748631715774536133e-01,-1.210471168160438538e-01
1.752047869829184771e+09,9.711887359619140625e+00,-9.748631715774536133e-01,-1.210471168160438538e-01
1.752047870021062374e+09,9.711887359619140625e+00,-9.748631715774536133e-01,-1.210471168160438538e-01
1.752047870217640162e+09,1.086402130126953125e+01,-8.607779741287231445e-01,-1.460870355367660522e-01
1.752047870427122831e+09,1.086402130126953125e+01,-8.607779741287231445e-01,-1.460870355367660522e-01
1.752047870630560637e+09,1.086402130126953125e+01,-8.607779741287231445e-01,-1.460870355367660522e-01
1.752047870824501753e+09,1.086402130126953125e+01,-8.607779741287231445e-01,-1.460870355367660522e-01
1.752047871023062229e+09,1.086402130126953125e+01,-8.607779741287231445e-01,-1.460870355367660522e-01
1.752047871224216461e+09,1.086402130126953125e+01,-8.607779741287231445e-01,-1.460870355367660522e-01
1.752047871424475193e+09,1.086402130126953125e+01,-8.607779741287231445e-01,-1.460870355367660522e-01
1.752047871626651764e+09,1.086402130126953125e+01,-8.607779741287231445e-01,-1.460870355367660522e-01
1.752047871822593212e+09,1.196079444885253906e+01,-9.351362586021423340e-01,-1.205337420105934143e-01
1.752047872026733875e+09,1.196079444885253906e+01,-9.351362586021423340e-01,-1.205337420105934143e-01
1.752047872226858616e+09,1.196079444885253906e+01,-9.351362586021423340e-01,-1.205337420105934143e-01
1.752047872424282789e+09,1.196079444885253906e+01,-9.351362586021423340e-01,-1.205337420105934143e-01
1.752047872630063057e+09,1.196079444885253906e+01,-9.351362586021423340e-01,-1.205337420105934143e-01
1.752047872831925869e+09,1.196079444885253906e+01,-9.351362586021423340e-01,-1.205337420105934143e-01
1.752047873027413607e+09,1.196079444885253906e+01,-9.351362586021423340e-01,-1.205337420105934143e-01
1.752047873225596428e+09,1.196079444885253906e+01,-9.351362586021423340e-01,-1.205337420105934143e-01
1.752047873426832914e+09,1.304678344726562500e+01,-1.028838753700256348e+00,-8.127550035715103149e-02
1.752047873631379128e+09,1.304678344726562500e+01,-1.028838753700256348e+00,-8.127550035715103149e-02
1.752047873830365419e+09,1.304678344726562500e+01,-1.028838753700256348e+00,-8.127550035715103149e-02
1.752047874021122932e+09,1.304678344726562500e+01,-1.028838753700256348e+00,-8.127550035715103149e-02
1.752047874218995333e+09,1.304678344726562500e+01,-1.028838753700256348e+00,-8.127550035715103149e-02
1.752047874421607971e+09,1.304678344726562500e+01,-1.028838753700256348e+00,-8.127550035715103149e-02
1.752047874623378992e+09,1.304678344726562500e+01,-1.028838753700256348e+00,-8.127550035715103149e-02
1.752047874819018841e+09,1.304678344726562500e+01,-1.028838753700256348e+00,-8.127550035715103149e-02
1.752047875021316767e+09,1.414844417572021484e+01,-1.152036428451538086e+00,-1.554810702800750732e-01
1.752047875220357895e+09,1.414844417572021484e+01,-1.152036428451538086e+00,-1.554810702800750732e-01
1.752047875427317381e+09,1.414844417572021484e+01,-1.152036428451538086e+00,-1.554810702800750732e-01
1.752047875625400543e+09,1.414844417572021484e+01,-1.152036428451538086e+00,-1.554810702800750732e-01
1.752047875823313236e+09,1.414844417572021484e+01,-1.152036428451538086e+00,-1.554810702800750732e-01
1.752047876018596172e+09,1.414844417572021484e+01,-1.152036428451538086e+00,-1.554810702800750732e-01
1.752047876226635933e+09,1.414844417572021484e+01,-1.152036428451538086e+00,-1.554810702800750732e-01
1.752047876425491571e+09,1.414844417572021484e+01,-1.152036428451538086e+00,-1.554810702800750732e-01
1.752047876630285978e+09,1.523299598693847656e+01,-1.289991378784179688e+00,-1.682672798633575439e-01
1.752047876870568037e+09,1.523299598693847656e+01,-1.289991378784179688e+00,-1.682672798633575439e-01
1.752047877015918255e+09,1.523299598693847656e+01,-1.289991378784179688e+00,-1.682672798633575439e-01
1.752047877229115725e+09,1.523299598693847656e+01,-1.289991378784179688e+00,-1.682672798633575439e-01
1.752047877417993307e+09,1.523299598693847656e+01,-1.289991378784179688e+00,-1.682672798633575439e-01
1.752047877612112045e+09,1.523299598693847656e+01,-1.289991378784179688e+00,-1.682672798633575439e-01
1.752047877814423800e+09,1.523299598693847656e+01,-1.289991378784179688e+00,-1.682672798633575439e-01
1.752047878020439386e+09,1.523299598693847656e+01,-1.289991378784179688e+00,-1.682672798633575439e-01
1.752047878221261263e+09,1.624498558044433594e+01,-1.471241116523742676e+00,-1.224517673254013062e-01
1.752047878413891554e+09,1.624498558044433594e+01,-1.471241116523742676e+00,-1.224517673254013062e-01
1.752047878625959635e+09,1.624498558044433594e+01,-1.471241116523742676e+00,-1.224517673254013062e-01
1.752047878819693089e+09,1.624498558044433594e+01,-1.471241116523742676e+00,-1.224517673254013062e-01
1.752047879014158487e+09,1.624498558044433594e+01,-1.471241116523742676e+00,-1.224517673254013062e-01
1.752047879216479540e+09,1.624498558044433594e+01,-1.471241116523742676e+00,-1.224517673254013062e-01
1.752047879415007353e+09,1.624498558044433594e+01,-1.471241116523742676e+00,-1.224517673254013062e-01
1.752047879607758760e+09,1.624498558044433594e+01,-1.471241116523742676e+00,-1.224517673254013062e-01
1.752047879814541340e+09,1.731677055358886719e+01,-1.651768803596496582e+00,-1.224838644266128540e-01
1.752047880010809898e+09,1.731677055358886719e+01,-1.651768803596496582e+00,-1.224838644266128540e-01
1.752047880208971024e+09,1.731677055358886719e+01,-1.651768803596496582e+00,-1.224838644266128540e-01
1.752047880411515474e+09,1.731677055358886719e+01,-1.651768803596496582e+00,-1.224838644266128540e-01
1.752047880613645077e+09,1.731677055358886719e+01,-1.651768803596496582e+00,-1.224838644266128540e-01
1.752047880810290575e+09,1.731677055358886719e+01,-1.651768803596496582e+00,-1.224838644266128540e-01
1.752047881018053770e+09,1.731677055358886719e+01,-1.651768803596496582e+00,-1.224838644266128540e-01
1.752047881213096619e+09,1.731677055358886719e+01,-1.651768803596496582e+00,-1.224838644266128540e-01
1.752047881422273874e+09,1.840960884094238281e+01,-1.776164650917053223e+00,-1.071263626217842102e-01
1.752047881614744186e+09,1.840960884094238281e+01,-1.776164650917053223e+00,-1.071263626217842102e-01
